address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" 99 Mount Street, North Sydney, Sydney",30,['Cafe'],-33.8390669,https://www.zomato.com/sydney/walker-jones-north-sydney,151.2085436,(02) 8888 8888,3.2,Average,North Sydney,Walker & Jones,['Café'],27,FALSE,#fd9a4e,3.699186992,#6f706b
" 17 Pyrmont Bridge Road, Pyrmont, Sydney",30,"['Cafe', 'Sandwich']",-33.8707353,https://www.zomato.com/sydney/coffee-bite-pyrmont,151.1962496,02 9660 5242,3.5,Good,Pyrmont,Coffee Bite,['Café'],42,FALSE,#f87f2c,3.699186992,#6f706b
" 72 Rowe Street, Eastwood, Sydney",50,['Korean'],-33.7911778,https://www.zomato.com/sydney/jung-won-eastwood,151.0845743,02 9874 2282,,,Eastwood,Jung Won,['Casual Dining'],,FALSE,#000000,5.243902439,#6f706b
" 103 Blaxland Road, Ryde, Sydney",30,['French'],-33.813241,https://www.zomato.com/sydney/patisserie-cocotte-ryde,151.1059153,02 8964 9416,3,Average,Ryde,Patisserie Cocotte,['Dessert Parlour'],5,FALSE,#fdab66,3.699186992,#6f706b
" Shop 185, Level 1, Mount Druitt Westfield Shopping Centre, Corner Carlisle Avenue & Luxford Roads, Mount Druitt, Sydney",40,"['Japanese', 'Sushi']",-33.7672539,https://www.zomato.com/sydney/shinobu-sushi-bar-mount-druitt,150.8201896,02 8608 5717,2.9,Average,Mount Druitt,Shinobu Sushi Bar,['Casual Dining'],4,FALSE,#fdb475,4.471544715,#6f706b
" 158 Burns Bay Road, Lane Cove, Sydney",55,"['Italian', 'Pizza']",-33.8149271,https://www.zomato.com/sydney/zapparellis-pizza-lane-cove,151.1579636,02 9420 3131,3.5,Good,Lane Cove,Zapparelli's Pizza,['Casual Dining'],70,FALSE,#f87f2c,5.630081301,#6f706b
" Shop 4/132 Shepherds Drive, Cherrybrookd, Pennant Hills, Sydney",45,['Cafe'],-33.7142301,https://www.zomato.com/sydney/the-schoolyard-cafe-pennant-hills,151.050872,02 9980 8010,2.7,Average,Pennant Hills,The Schoolyard Cafe,['Café'],4,FALSE,#fdc590,4.857723577,#6f706b
" 201 Darlinghurst Road, Darlinghurst, Sydney",30,"['Sandwich', 'Cafe']",-33.8761411,https://www.zomato.com/sydney/chapter-e-darlinghurst,151.2212661,02 7900 9972,3.2,Average,Darlinghurst,Chapter E,['Café'],19,FALSE,#fd9a4e,3.699186992,#6f706b
" 41 McKeon Street, Maroubra, Sydney",30,"['Bakery', 'Sandwich']",-33.94619,https://www.zomato.com/sydney/the-bay-bakehouse-cafe-maroubra,151.2560266,(02) 9349 2744,2.6,Average,Maroubra,The Bay Bakehouse Cafe,['Bakery'],11,FALSE,#fdce9e,3.699186992,#6f706b
" Food Court, Shop 10.31, World Square Shopping Centre, 644 George Street, CBD, Sydney",40,['Cafe'],-33.8771813,https://www.zomato.com/sydney/sourdough-bakery-bar-cbd,151.2068788,Not available for this place,3,Average,"World Square Shopping Centre, CBD",Sourdough Bakery Bar,['Café'],10,FALSE,#fdab66,4.471544715,#6f706b
" 87 Oxford Street, Bondi Junction, Sydney",45,['Thai'],-33.8916718,https://www.zomato.com/sydney/nakhon-thai-3-bondi-junction,151.2460309,(02) 9389 5455,3.6,Good,Bondi Junction,Nakhon Thai 3,['Casual Dining'],49,FALSE,#f57622,4.857723577,#6f706b
" Corner of Kent Street and Erskine Street, CBD, Sydney",70,"['Pub Food', 'Pizza', 'Tapas']",-33.8667639,https://www.zomato.com/sydney/the-office-hotel-cbd,151.2043548,02 9279 3048,3.2,Average,CBD,The Office Hotel,['Pub'],21,FALSE,#fd9a4e,6.788617886,#6f706b
" 1 New Beach Road, Darling Point, Double Bay, Sydney",70,"['Tapas', 'Modern Australian', 'Australian']",-33.8741861,https://www.zomato.com/sydney/cruising-yacht-club-of-australia-double-bay,151.2339394,02 8292 7892,3.2,Average,Double Bay,Cruising Yacht Club of Australia,['Casual Dining'],20,FALSE,#fd9a4e,6.788617886,#4186f4
" 37 Moore Road, Freshwater, Sydney",35,['Cafe'],-33.7809114,https://www.zomato.com/sydney/calm-cafe-freshwater,151.2881719,02 8021 5583,2.9,Average,Freshwater,Calm Cafe,['Café'],5,FALSE,#fdb475,4.085365854,#6f706b
" 102 Moore Street, Liverpool, Sydney",45,"['Indian', 'European']",-33.9226396,https://www.zomato.com/sydney/akash-pacific-cuisine-liverpool,150.9226827,02 9601 7297,2.8,Average,Liverpool,Akash Pacific Cuisine,['Casual Dining'],17,FALSE,#fdbd83,4.857723577,#6f706b
" 94 Childs Road, Chipping Norton, Moorebank, Sydney",60,['Thai'],-33.9196401,https://www.zomato.com/sydney/gu-thai-cuisine-moorebank,150.9538166,02 9725 7449,3.2,Average,Moorebank,Gu Thai Cuisine,['Casual Dining'],15,FALSE,#fd9a4e,6.016260163,#6f706b
" 24A Aubreen Street, Collaroy, Sydney",50,['Indian'],-33.7306083,https://www.zomato.com/sydney/the-indian-joint-collaroy,151.2923135,0430 155 007,3.5,Good,Collaroy,The Indian Joint,['Casual Dining'],29,FALSE,#f87f2c,5.243902439,#6f706b
" Third Floor, 12 Darling Drive, Darling Harbour, Sydney",200,"['French', 'Grill']",-33.87488,https://www.zomato.com/sydney/atelier-by-sofitel-darling-harbour,151.2009,02 8388 8888,3,Average,Sofitel Sydney Darling Harbour,Atelier by Sofitel,['Fine Dining'],4,FALSE,#fdab66,16.82926829,#6f706b
" 444 Rocky Point Road, Sans Souci, Sydney",50,"['Thai', 'Asian']",-33.9894531,https://www.zomato.com/sydney/khluk-street-food-sans-souci,151.1340048,0412 034 777,,,Sans Souci,Khluk Street Food,['Casual Dining'],,FALSE,#000000,5.243902439,#6f706b
" 642 Pittwater Road, Brookvale, Sydney",50,"['Italian', 'Pizza']",-33.7644614,https://www.zomato.com/sydney/mimmos-pizza-express-brookvale,151.2711355,02 9905 4739,3.4,Average,Brookvale,Mimmo's Pizza Express,['Casual Dining'],40,FALSE,#fb8836,5.243902439,#6f706b
" Shop 16, 12-20 St Johns Avenue, Gordon, Sydney",35,"['Asian', 'Chinese']",-33.7565527,https://www.zomato.com/sydney/best-noodle-gordon,151.1535447,02 9499 3388,3.2,Average,Gordon,Best Noodle,['Casual Dining'],21,FALSE,#fd9a4e,4.085365854,#f45042
" 9 Albion Street, Waverley, Sydney",60,['Thai'],-33.9026192,https://www.zomato.com/sydney/bonanza-thai-waverley,151.2548347,02 9388 9997,2.9,Average,Waverley,Bonanza Thai,['Casual Dining'],4,FALSE,#fdb475,6.016260163,#6f706b
" 169 Bondi Road, Bondi, Sydney",30,['Thai'],-33.894244,https://www.zomato.com/sydney/thai-volunteer-bondi,151.2641669,02 9388 0655,3.5,Good,Bondi,Thai Volunteer,['Casual Dining'],50,FALSE,#f87f2c,3.699186992,#6f706b
" 45 President Avenue, Monterey, Sydney",45,['Cafe'],-33.9652669,https://www.zomato.com/sydney/pinos-dolce-vita-fine-foods-monterey,151.1420393,(02) 9587 4818,3.3,Average,Monterey,Pino's Dolce Vita Fine Foods,['Café'],21,FALSE,#fd9243,4.857723577,#6f706b
" 191 Rowe Street, Eastwood, Sydney",50,['Chinese'],-33.7916645,https://www.zomato.com/sydney/spicy-house-hot-pot-restaurant-eastwood,151.0794744,02 9874 6270,2.9,Average,Eastwood,Spicy House Hot Pot Restaurant,['Casual Dining'],16,FALSE,#fdb475,5.243902439,#f45042
" 77 Castle Street, Castle Hill, Sydney",110,['Modern Australian'],-33.7267385,https://www.zomato.com/sydney/courtyard-restaurant-castle-hill,150.997543,02 8858 4800,3,Average,Castle Hill,Courtyard Restaurant,['Casual Dining'],7,FALSE,#fdab66,9.87804878,#4186f4
" 455 Victoria Avenue, Chatswood, Sydney",15,['Japanese'],-33.7965551,https://www.zomato.com/sydney/sushime-chatswood,151.1812966,0405 329 184,2.7,Average,Chatswood,Sushime,['Fast Food'],5,FALSE,#fdc590,2.540650407,#6f706b
" 80 Stanley Street, Darlinghurst, Sydney",30,['Cafe'],-33.8757016,https://www.zomato.com/sydney/2-0-coffee-co-darlinghurst,151.2157372,02 9361 5826,3.1,Average,Darlinghurst,2.0 Coffee Co,['Café'],6,FALSE,#fda25a,3.699186992,#6f706b
" 94a Abercrombie Street, Chippendale, Sydney",45,"['Cafe', 'Coffee and Tea', 'Australian']",-33.8874776,https://www.zomato.com/sydney/side-café-by-wd-chippendale,151.1990362,02 8880 5568,2.8,Average,Chippendale,Side Café by WD,['Café'],5,FALSE,#fdbd83,4.857723577,#4186f4
" 370 Oxford street, Bondi Junction, Sydney",35,['Filipino'],-33.891544,https://www.zomato.com/sydney/pinoy-bistro-bondi-junction,151.247017,02 9387 2178,3,Average,Bondi Junction,Pinoy Bistro,['Casual Dining'],5,FALSE,#fdab66,4.085365854,#6f706b
" 800 Bourke Street, Waterloo, Sydney",30,"['Vietnamese', 'Cafe']",-33.898694,https://www.zomato.com/sydney/dat-cafe-waterloo,151.2123196,(02) 9699 2348,3.1,Average,Waterloo,Dat Cafe,['Casual Dining'],9,FALSE,#fda25a,3.699186992,#6f706b
" 90 Yarrara Road, Pennant Hills, Sydney",45,['Japanese'],-33.7380955,https://www.zomato.com/sydney/sushi-yah-pennant-hills,151.0715782,(02) 9484 0720,3.5,Good,Pennant Hills,Sushi Yah,['Casual Dining'],55,FALSE,#f87f2c,4.857723577,#6f706b
" 4/102 Edmonson Avenue, Casula, Sydney",80,"['Italian', 'Pizza']",-33.9504,https://www.zomato.com/sydney/amicis-pizzeria-casula,150.9084009,02 9606 9797,3.3,Average,Casula,Amici's Pizzeria,['Casual Dining'],32,FALSE,#fd9243,7.56097561,#6f706b
" 182 Harris Street, 	Pyrmont",65,['Italian'],-33.8703702,https://www.zomato.com/sydney/muretto-co-pyrmont,151.1946197,02 8385 6739,3,Average,Pyrmont,Muretto & Co,['Casual Dining'],9,FALSE,#fdab66,6.402439024,#6f706b
" Lower Ground 2, QVB, 455 George Street, 	CBD",40,['Cafe'],-33.8717751,https://www.zomato.com/sydney/home-cbd,151.2067236,0404 251 679,3,Average,"QVB, CBD",Home,['Café'],9,FALSE,#fdab66,4.471544715,#6f706b
" Level 3, Macarthur Square Shopping Centre, 200 Gilchrist Drive, NSW, Campbelltown, Sydney",40,"['Modern Australian', 'Cafe']",-34.074829,https://www.zomato.com/sydney/the-chefs-house-1-campbelltown,150.797835,02 4626 4414,3,Average,"Macarthur Square Shopping Centre, Campbeltown",The Chef's House,['Café'],10,FALSE,#fdab66,4.471544715,#4186f4
" 24 Kensington Street, Chippendale, Sydney",30,"['Japanese', 'Juices']",-33.8851301,https://www.zomato.com/sydney/sushirito-juicery-chippendale,151.2018898,Not available for this place,2.9,Average,Chippendale,Sushirito + Juicery,['Casual Dining'],7,FALSE,#fdb475,3.699186992,#6f706b
" 134 Cronulla Street, Cronulla, Sydney",80,"['Pizza', 'Tapas']",-34.0553746,https://www.zomato.com/sydney/2230-restaurant-bar-cronulla,151.1521697,(02) 9527 5099,3.2,Average,Cronulla,2230 Restaurant & Bar,"['Bar', 'Casual Dining']",38,FALSE,#fd9a4e,7.56097561,#6f706b
" 23 Hill Street, Roseville NSW 2069, Australia, Roseville, Sydney",40,['Cafe'],-33.7846295,https://www.zomato.com/sydney/cafe-nate-roseville,151.1785842,0467 223 368,2.8,Average,Roseville,Cafe Nate,['Café'],4,FALSE,#fdbd83,4.471544715,#6f706b
" Amora Hotel Jamison Sydney, 11 Jamison Street, CBD, Sydney",100,"['Seafood', 'Modern Australian']",-33.864556,https://www.zomato.com/sydney/the-gallery-restaurant-amora-hotel-jamison-sydney-cbd,151.206286,02 9696 2500,2.5,Average,"Amora Hotel Jamison Sydney, CBD",The Gallery Restaurant - Amora Hotel Jamison Sydney,['Casual Dining'],12,FALSE,#fdd5ab,9.105691057,#4186f4
" Shop 2, 225 Morrison Road, Ryde, Sydney",80,"['Lebanese', 'Desserts']",-33.822829,https://www.zomato.com/sydney/zaitoune-mezza-grill-ryde,151.1080652,(02) 9809 1684,3.1,Average,Ryde,Zaitoune Mezza & Grill,['Casual Dining'],10,FALSE,#fda25a,7.56097561,#dee82c
" 559 Great North Road, Abbotsford, Sydney",70,['Korean'],-33.847719,https://www.zomato.com/sydney/sog-abbotsford,151.1280094,02 8958 2588,3,Average,Abbotsford,SOG,['Casual Dining'],6,FALSE,#fdab66,6.788617886,#6f706b
" 32 Hill End Road, Doonside, Blacktown, Sydney",10,['Bakery'],-33.7622486,https://www.zomato.com/sydney/starlight-bakery-blacktown,150.8696188,(02) 9621 5607,3.2,Average,Blacktown,Starlight Bakery,['Bakery'],13,FALSE,#fd9a4e,2.154471545,#6f706b
" 9 Montgomery Street, Kogarah, Sydney",50,"['Malaysian', 'Thai']",-33.9633373,https://www.zomato.com/sydney/about-rice-noodles-kogarah,151.1333625,02 9587 3144,2.5,Average,Kogarah,About Rice & Noodles,['Casual Dining'],20,FALSE,#fdd5ab,5.243902439,#6f706b
" 193 Railway Parade, Cabramatta, Sydney",45,['Thai'],-33.8943258,https://www.zomato.com/sydney/one-d-cabramatta,150.9381592,02 8764 3331,2.8,Average,Cabramatta,One D,['Casual Dining'],13,FALSE,#fdbd83,4.857723577,#6f706b
" Shop 9, Moorebank Shopping Village, 42 Stockton Avenue, Moorebank, Sydney",70,"['Japanese', 'Korean', 'Sushi']",-33.932906,https://www.zomato.com/sydney/moons-sushi-moorebank,150.949682,02 9734 8838,3.3,Average,"Moorebank Shopping Village, Moorebank",Moon's Sushi,['Casual Dining'],25,FALSE,#fd9243,6.788617886,#6f706b
" 332 Barrenjoey Road, Newport, Sydney",80,['Chinese'],-33.6558843,https://www.zomato.com/sydney/hong-kong-restaurant-newport,151.3198249,02 9997 4157,3.3,Average,Newport,Hong Kong Restaurant,['Casual Dining'],33,FALSE,#fd9243,7.56097561,#f45042
" Shop 5, 7-41 Cowper Wharf Road, Woolloomooloo, Sydney",25,"['Burger', 'Cafe', 'Sandwich']",-33.8692739,https://www.zomato.com/sydney/charlies-cafe-woolloomooloo,151.2198521,02 9358 4443,3.3,Average,Woolloomooloo,Charlie's Cafe,['Café'],27,FALSE,#fd9243,3.31300813,#6f706b
" 22 St Pauls Road, Randwick",35,['Burger'],-33.9204526,https://www.zomato.com/sydney/ambrosia-randwick,151.2428957,(02) 9398 1618,3.3,Average,Randwick,Ambrosia,['Fast Food'],34,FALSE,#fd9243,4.085365854,#6f706b
" Shop 3, 99 Devonshire Street, 	Surry Hills",45,['Thai'],-33.8863714,https://www.zomato.com/sydney/elephant-jump-surry-hills,151.2078263,(02) 9698 9119,3.1,Average,Surry Hills,Elephant Jump,['Casual Dining'],21,FALSE,#fda25a,4.857723577,#6f706b
" Shop 11 & 14, 256-278 Chapel Road South, Bankstown, Sydney",30,['Steak'],,https://www.zomato.com/sydney/igrill-bankstown,,02 9708 6479,2.4,Poor,Bankstown,iGrill,['Casual Dining'],10,FALSE,#fddab6,3.699186992,#6f706b
" 20 Auburn Road, Auburn, Sydney",25,['Cafe'],-33.851382,https://www.zomato.com/sydney/kismet-cafe-auburn,151.0330977,02 8018 6682,3,Average,Auburn,Kismet cafe,['Café'],8,FALSE,#fdab66,3.31300813,#6f706b
" 10 Bridge St, Epping, Sydney",60,['Korean'],-33.7743235,https://www.zomato.com/sydney/galbi-house-1-epping,151.0820286,02 9868 5992,,,Epping,Galbi House,['Casual Dining'],,FALSE,#000000,6.016260163,#6f706b
" 37 McKeon Street, Maroubra, Sydney",30,"['Fish and Chips', 'Seafood', 'Burger']",-33.9461375,https://www.zomato.com/sydney/barnacles-maroubra,151.255918,(02) 9349 2581,2.9,Average,Maroubra,Barnacles,['Casual Dining'],6,FALSE,#fdb475,3.699186992,#6f706b
" 80-82 Belmore Road , Randwick",30,"['Japanese', 'Sushi']",-33.9148509,https://www.zomato.com/sydney/randwick-sushi-randwick,151.2399404,(02) 8021 9636,,,Randwick,Randwick Sushi,['Casual Dining'],,FALSE,#000000,3.699186992,#6f706b
" 141 Harris Street, Pyrmont, Sydney",40,"['Japanese', 'Sushi']",-33.8700762,https://www.zomato.com/sydney/kura-pyrmont,151.1940122,02 9518 7944,2.8,Average,Pyrmont,Kura,['Casual Dining'],12,FALSE,#fdbd83,4.471544715,#6f706b
" 287 Bathurst Road, Katoomba, Sydney",50,['Pizza'],-33.7122145,https://www.zomato.com/sydney/station-bar-woodfire-pizza-katoomba,150.3116341,(02) 4782 4782,3,Average,Katoomba,Station Bar + Woodfire Pizza,"['Casual Dining', 'Bar']",7,FALSE,#fdab66,5.243902439,#6f706b
" Food Court, Level 2 Upper, Macquarie Centre, Corner Of Herring Road And Waterloo Road, Macquarie Park, Sydney",30,['Indian'],-33.7767518,https://www.zomato.com/sydney/tandoori-connection-macquarie-park,151.1205153,02 9887 2325,2.4,Poor,"Macquarie Centre, Macquarie Park",Tandoori Connection,['Food Court'],12,FALSE,#fddab6,3.699186992,#6f706b
" Kiosk 3B Food Court, Hurstville Central, 225 Forest Road, 	Hurstville",25,"['Chinese', 'BBQ']",-33.9674044,https://www.zomato.com/sydney/hong-kong-delight-hurstville,151.1026053,Not available for this place,2.9,Average,"Hurstville Central, Hurstville ",Hong Kong Delight,['Food Court'],6,FALSE,#fdb475,3.31300813,#f45042
" 91 Main Street, Blacktown, Sydney",40,['Chinese'],-33.7703125,https://www.zomato.com/sydney/bows-restaurant-blacktown,150.9100416,(02) 9622 1322,3,Average,Blacktown,Bow's Restaurant,['Casual Dining'],12,FALSE,#fdab66,4.471544715,#f45042
" Shop 5 778/780 Old Princes Highway, Sutherland, Sydney",25,['Cafe'],-34.0319592,https://www.zomato.com/sydney/sugar-raes-sutherland,151.0579171,(02) 9545 0085,3.1,Average,Sutherland,Sugar Rae's,['Café'],15,FALSE,#fda25a,3.31300813,#6f706b
" 22 The Strand, Croydon, Sydney",30,"['Fast Food', 'Charcoal Chicken']",-33.8838679,https://www.zomato.com/sydney/charcoal-chicks-croydon,151.1145838,02 9715 3726,3.1,Average,Croydon,Charcoal Chicks,['Fast Food'],24,FALSE,#fda25a,3.699186992,#6f706b
" 1031 Barrenjoey Road, Palm Beach, Sydney",45,['Cafe'],-33.6033151,https://www.zomato.com/sydney/the-greedy-goat-palm-beach,151.3198435,(02) 9974 2555,3.1,Average,Palm Beach,The Greedy Goat,['Café'],13,FALSE,#fda25a,4.857723577,#6f706b
" 2 Horwood Place, Parramatta, Sydney",40,['Cafe'],-33.8135767,https://www.zomato.com/sydney/johnnys-cafe-parramatta,151.0052171,(02) 9689 1615,3.3,Average,Parramatta,Johnny's Cafe,['Café'],26,FALSE,#fd9243,4.471544715,#6f706b
" 114 Devonshire Street, Surry Hills",25,['Cafe'],-33.8866328,https://www.zomato.com/sydney/felix-surry-hills,151.208795,02 9211 2921,2.9,Average,Surry Hills,Felix,['Café'],6,FALSE,#fdb475,3.31300813,#6f706b
" 24 Tallawong Avenue, Blacktown, Sydney",,['Cafe'],-33.7764718,https://www.zomato.com/sydney/the-old-boy-espresso-blacktown,150.8841276,Not available for this place,3,Average,Blacktown,The Old Boy Espresso,['Café'],10,FALSE,#fdab66,,#6f706b
" Shop 5, 80 William Street, Woolloomooloo, Sydney",40,"['Cafe', 'Ice Cream']",-33.8740048,https://www.zomato.com/sydney/harrys-coffee-and-gelato-woolloomooloo,151.2158935,02 9361 4650,3.3,Average,Woolloomooloo,Harry's Coffee and Gelato,['Café'],37,FALSE,#fd9243,4.471544715,#6f706b
" 189 Darling Street, Balmain, Sydney",40,['Cafe'],-33.8579219,https://www.zomato.com/sydney/cafe-dyvoire-balmain,151.1858111,02 8386 2467,,,Balmain,Cafe d'Yvoire,['Café'],,FALSE,#000000,4.471544715,#6f706b
" Shop 5, 25 Hudson Parade, Avalon, Sydney",35,"['Indian', 'Vegetarian']",-33.6294455,https://www.zomato.com/sydney/curry-by-the-curve-avalon,151.3169885,02 9973 3516,3.8,Good,Avalon,Curry by the Curve,['Casual Dining'],69,FALSE,#ed6310,4.085365854,#6f706b
" Shop 2, 70 Pitt Street, CBD, Sydney",30,['Cafe'],-33.8661616,https://www.zomato.com/sydney/batch-espresso-bar-cbd,151.2089465,02 9231 4672,3,Average,CBD,Batch Espresso & Bar,['Café'],7,FALSE,#fdab66,3.699186992,#6f706b
" 8-9 Dale Street, Fairfield, Sydney",60,"['Asian', 'Thai']",-33.8723306,https://www.zomato.com/sydney/khoune-kham-laos-fairfield,150.9582608,"02 9725 6999, 0404 232 308",3.2,Average,Fairfield,Khoune Kham Laos,['Casual Dining'],21,FALSE,#fd9a4e,6.016260163,#6f706b
" Shop 3 & 4, 363 Rocky Point Road (Corner of Bonney Street), Sans Souci, Sydney",45,"['Seafood', 'Fish and Chips']",-33.9919837,https://www.zomato.com/sydney/seafood-works-at-sans-souci-sans-souci,151.1321628,(02) 9529 2555,3.2,Average,Sans Souci,Seafood Works at Sans Souci,['Casual Dining'],26,FALSE,#fd9a4e,4.857723577,#6f706b
" 1022 Forest Road, Lugarno, Sydney",40,"['Modern Australian', 'Cafe']",-33.9757984,https://www.zomato.com/sydney/lugarno-deli-cafe-lugarno,151.0478835,02 9533 4060,3.1,Average,Lugarno,Lugarno Deli Cafe,['Café'],21,FALSE,#fda25a,4.471544715,#4186f4
" 1/1041 Old Princes Highway, Engadine, Sydney",60,['Thai'],-34.0649175,https://www.zomato.com/sydney/yakoo-engadine,151.0129705,(02) 9548 3443,3.1,Average,Engadine,Yakoo,['Casual Dining'],14,FALSE,#fda25a,6.016260163,#6f706b
" 93 Greenwich Road, Greenwich, Sydney",40,['Cafe'],-33.8315409,https://www.zomato.com/the-social-room-cafe,151.1864145,02 9439 7464,2.9,Average,Wollstonecraft,The Social Room.,['Café'],5,FALSE,#fdb475,4.471544715,#6f706b
" 1725 Pittwater Road, Mona Vale, Sydney",90,"['Austrian', 'German']",-33.6798223,https://www.zomato.com/sydney/das-bierhaus-mona-vale,151.3025836,02 9979 2266,2.9,Average,Mona Vale,Das Bierhaus,['Casual Dining'],10,TRUE,#fdb475,8.333333333,#6f706b
" 10 Hartill-Law Avenue, Bardwell Park, Bexley, Sydney",55,"['Italian', 'Pizza']",-33.931818,https://www.zomato.com/sydney/napoli-centro-bexley,151.1253143,02 9599 9711,3,Average,Bexley,Napoli Centro,['Casual Dining'],11,FALSE,#fdab66,5.630081301,#6f706b
" Level 2, Broadway Shopping Centre, 1 Bay Street, Glebe, Sydney",45,['Indian'],-33.8837013,https://www.zomato.com/sydney/mumbai-express-fine-indian-cuisine-glebe,151.1943992,Not available for this place,2.5,Average,"Broadway Shopping Centre, Glebe",Mumbai Express Fine Indian Cuisine,['Food Court'],7,FALSE,#fdd5ab,4.857723577,#6f706b
" 40 Railway Street, Liverpool, Sydney",45,"['Thai', 'Vegetarian']",-33.924274,https://www.zomato.com/sydney/authentic-thai-delight-liverpool,150.924982,(02) 9600 8690,3.1,Average,Liverpool,Authentic Thai Delight,['Casual Dining'],15,FALSE,#fda25a,4.857723577,#6f706b
" Shop 3, 50 Hunter Street, CBD, Sydney",40,"['Cafe', 'Australian']",-33.8659175,https://www.zomato.com/sydney/sugarbean-cafe-cbd,151.209649,02 9232 2002,3.3,Average,CBD,Sugarbean Cafe,['Café'],24,FALSE,#fd9243,4.471544715,#4186f4
" 7 Bellevue Road, Bellevue Hill, Sydney",40,['Cafe'],-33.8862978,https://www.zomato.com/sydney/blip-cafe-bellevue-hill,151.258502,0406 330 909,3.1,Average,Bellevue Hill,Blip Cafe,['Café'],28,FALSE,#fda25a,4.471544715,#6f706b
" 292 Sydney Road, Balgowlah, Sydney",40,['French'],-33.7942481,https://www.zomato.com/sydney/chez-maurice-et-linda-balgowlah,151.2662507,02 9949 4155,3.6,Good,Balgowlah,Chez Maurice Et Linda,['Casual Dining'],67,FALSE,#f57622,4.471544715,#6f706b
" 642A King Street, Erskineville, Sydney",,"['Drinks Only', 'Pizza']",-33.9054732,https://www.zomato.com/sydney/moshpit-erskineville,151.1811163,0418 207 613,3.1,Average,Erskineville,MoshPit,['Bar'],9,FALSE,#fda25a,,#6f706b
" 44 Barossa Drive, Minchinbury, Mount Druitt, Sydney",80,"['Pizza', 'Modern Australian']",-33.7906026,https://www.zomato.com/sydney/the-distillery-woodfire-mount-druitt,150.8366531,02 9675 3000,3,Average,Mount Druitt,The Distillery Woodfire,['Casual Dining'],8,FALSE,#fdab66,7.56097561,#4186f4
" 182 Marine Parade, Maroubra, Sydney",60,['Modern Australian'],-33.9464795,https://www.zomato.com/sydney/the-bay-hotel-diner-maroubra,151.2564414,02 8970 5868,2.9,Average,Maroubra,The Bay Hotel & Diner,"['Bar', 'Casual Dining']",11,FALSE,#fdb475,6.016260163,#4186f4
" Shop 17, Level G2, Auburn Central, Corner Of Harrow Road and Queen Street, Auburn, Sydney",45,['Nepalese'],-33.8501117,https://www.zomato.com/sydney/sambandha-auburn,151.0315184,02 8283 5602,3,Average,"Auburn Central, Auburn",Sambandha,['Casual Dining'],25,FALSE,#fdab66,4.857723577,#6f706b
" 22 Bellevue Road, Bellevue Hill, Sydney",45,['Cafe'],-33.8862508,https://www.zomato.com/sydney/zabars-woollahra,151.2568139,02 9327 5446,3.2,Average,Woollahra,Zabars,['Café'],29,FALSE,#fd9a4e,4.857723577,#6f706b
" 320B Victoria Street, Darlinghurst, Sydney",30,"['Cafe', 'Coffee and Tea']",-33.877065,https://www.zomato.com/sydney/parma-darlinghurst-darlinghurst,151.2219388,02 9356 8248,,,Darlinghurst,Parma Darlinghurst,['Café'],,FALSE,#000000,3.699186992,#6f706b
" 768 Pacific Highway, Gordon, Sydney",60,['Indian'],-33.7560596,https://www.zomato.com/sydney/mehfil-indian-restaurant-gordon,151.1528371,02 9498 7122,3.5,Good,Gordon,Mehfil Indian Restaurant,['Casual Dining'],47,FALSE,#f87f2c,6.016260163,#6f706b
" 461 Princes Highway, Kirrawee, Sydney",45,"['Chinese', 'Thai']",-34.0270788,https://www.zomato.com/sydney/house-of-fortune-kirrawee,151.0842434,(02) 9521 3389,3.5,Good,Kirrawee,House of Fortune,['Casual Dining'],42,FALSE,#f87f2c,4.857723577,#f45042
" 32 Walker Street, North Sydney, Sydney",50,"['Pub Food', 'Australian']",-33.8408901,https://www.zomato.com/sydney/billy-barrys-hotel-north-sydney,151.2081598,02 9923 2055,2.9,Average,North Sydney,Billy Barry's Hotel,['Pub'],10,FALSE,#fdb475,5.243902439,#4186f4
" 572 Darling Street, Rozelle, Sydney",50,['Thai'],-33.8608618,https://www.zomato.com/sydney/21-thai-rozelle,151.1720422,(02) 9810 3475,3.3,Average,Rozelle,21 Thai,['Casual Dining'],31,FALSE,#fd9243,5.243902439,#6f706b
" 1/6 Douglas Road, Quakers Hill, Sydney",70,"['Indian', 'Vegetarian']",-33.7266345,https://www.zomato.com/sydney/vege-delight-quakers-hill,150.8845164,(02) 9837 0307,2.6,Average,Quakers Hill,Vege Delight,['Casual Dining'],9,FALSE,#fdce9e,6.788617886,#6f706b
" 287 Mona Vale Road, Terrey Hills, Sydney",40,['Cafe'],-33.6891687,https://www.zomato.com/sydney/tastebuds-at-hills-terrey-hills,151.2237968,02 9450 0873,3.6,Good,Terrey Hills,Tastebuds@Hills,['Café'],45,FALSE,#f57622,4.471544715,#6f706b
" 14-16 Aurelia Street, Old Toongabbie, Sydney",35,"['Sri Lankan', 'Indian', 'Malaysian']",-33.7879228,https://www.zomato.com/sydney/x-dream-old-toongabbie,150.9505284,(02) 8677 0420,3.1,Average,Old Toongabbie,X Dream,['Casual Dining'],7,FALSE,#fda25a,4.085365854,#6f706b
